#mpa_v30_CHOCOPhlAn_201901
clade_name	clade_taxid	SIG026.A0101.metaphlan.profile	SIG025.A0101.metaphlan.profile	SIG024.A0101.metaphlan.profile	SIG021.A0101.metaphlan.profile	SIG018.A0101.metaphlan.profile	SIG010.A0101.metaphlan.profile	SIG005.A0101.metaphlan.profile	SIG004.A0101.metaphlan.profile	SIG002.A0101.metaphlan.profile	SIG001.A0101.metaphlan.profile	KRA011.C0201.metaphlan.profile	KRA011.C0101.metaphlan.profile	KRA010.C0201.metaphlan.profile	KRA010.C0101.metaphlan.profile	KRA008.C0201.metaphlan.profile	KRA008.C0101.metaphlan.profile	KRA007.C0201.metaphlan.profile	KRA007.C0101.metaphlan.profile	KRA006.C0201.metaphlan.profile	KRA006.C0101.metaphlan.profile	KRA005.C0201.metaphlan.profile	KRA005.C0101.metaphlan.profile	KRA004.C0201.metaphlan.profile	KRA004.C0101.metaphlan.profile	KRA003.C0201.metaphlan.profile	KRA003.C0101.metaphlan.profile	KRA002.C0201.metaphlan.profile	KRA002.C0101.metaphlan.profile	KRA001.C0202.metaphlan.profile	KRA001.C0102.metaphlan.profile	ARS017.A0101.metaphlan.profile	ARS015.A0101.metaphlan.profile	ARS013.A0101.metaphlan.profile	ARS012.A0101.metaphlan.profile	ARS011.A0101.metaphlan.profile	ARS010.A0101.metaphlan.profile	ARS006.A0101.metaphlan.profile	ARS005.A0101.metaphlan.profile	ARS004.A0101.metaphlan.profile	ARS001.A0101.metaphlan.profile	NMU089.A0101.metaphlan.profile	NMU067.A0101.metaphlan.profile	NMU065.A0101.metaphlan.profile	NMU059.A0101.metaphlan.profile	NMU047.A0101.metaphlan.profile	NMU021.A0101.metaphlan.profile	NMU020.A0101.metaphlan.profile	NMU014.A0101.metaphlan.profile	NMU009.A0101.metaphlan.profile	NMU001.A0101.metaphlan.profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Advenella	2|1224|28216|80840|506|290425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Advenella|s__Advenella_kashmirensis	2|1224|28216|80840|506|290425|310575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0	1.98921	2.52677	5.52674	3.78202	0	1.67936	15.41154	4.55458	0	0	0	0.44524	2.29734	0	0	4.89232	0	1.24135	0	0	0	0	0	0	0	0	0	0	5.62247	1.5739	1.99077	1.77833	0	0	2.43959	0.44848	0	0.27251	0	5.86497	13.44858	6.69731	9.80159	0	3.70462	0	3.02554	11.04506	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	2|1224|28216|80840|995019|40544	0	1.98921	2.52677	5.52674	3.78202	0	1.67936	15.41154	4.55458	0	0	0	0.44524	2.29734	0	0	4.89232	0	1.24135	0	0	0	0	0	0	0	0	0	0	5.62247	1.5739	1.99077	1.77833	0	0	2.43959	0.44848	0	0.27251	0	5.86497	13.44858	6.69731	9.80159	0	3.70462	0	3.02554	11.04506	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	2|1224|28216|80840|995019|40544|437898	0	1.98921	2.52677	5.52674	3.78202	0	1.67936	15.41154	4.55458	0	0	0	0.44524	2.29734	0	0	4.89232	0	1.24135	0	0	0	0	0	0	0	0	0	0	5.62247	1.5739	1.99077	1.77833	0	0	2.43959	0.44848	0	0.27251	0	5.86497	13.44858	6.69731	9.80159	0	3.70462	0	3.02554	11.04506	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae	2|1224|28216|32003|2008790	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Thiobacillus	2|1224|28216|32003|2008790|919	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Thiobacillus|s__Thiobacillus_denitrificans	2|1224|28216|32003|2008790|919|36861	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	2.6737	3.8067	0.42241	2.274	6.30821	3.02383	1.81289	4.70317	5.07311	4.46334	0	0	0.23925	3.09066	0.12249	0	1.31877	0	0	0	0	0	0	0	0	0	0	0	0.52604	1.38246	2.36705	2.68431	2.8839	0	0	2.08002	1.7732	0	0.75796	0	4.51518	7.69073	3.57948	5.85018	8.95236	6.68196	0.96211	4.15033	5.62488	7.60924
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2|1224|28221|29	2.6737	3.8067	0.42241	2.274	6.30821	3.02383	1.81289	4.70317	5.07311	4.46334	0	0	0.23925	3.09066	0.12249	0	1.31877	0	0	0	0	0	0	0	0	0	0	0	0.52604	1.38246	2.36705	2.68431	2.8839	0	0	2.08002	1.7732	0	0.75796	0	4.51518	7.69073	3.57948	5.85018	8.95236	6.68196	0.96211	4.15033	5.62488	7.60924
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystaceae	2|1224|28221|29|224463	2.6737	3.8067	0.42241	2.274	6.30821	3.02383	1.81289	4.70317	5.07311	4.46334	0	0	0.23925	3.09066	0.12249	0	1.31877	0	0	0	0	0	0	0	0	0	0	0	0.52604	1.38246	2.21707	1.74145	2.8839	0	0	2.08002	1.70315	0	0.75796	0	4.51518	7.69073	3.57948	5.85018	8.95236	6.68196	0.96211	4.15033	5.62488	7.60924
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystaceae|g__Nannocystis	2|1224|28221|29|224463|53	2.6737	3.8067	0.42241	2.274	6.30821	3.02383	1.81289	4.70317	5.07311	4.46334	0	0	0.23925	3.09066	0.12249	0	1.31877	0	0	0	0	0	0	0	0	0	0	0	0.52604	1.38246	2.21707	1.74145	2.8839	0	0	2.08002	1.70315	0	0.75796	0	4.51518	7.69073	3.57948	5.85018	8.95236	6.68196	0.96211	4.15033	5.62488	7.60924
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystaceae|g__Nannocystis|s__Nannocystis_exedens	2|1224|28221|29|224463|53|54	2.6737	3.8067	0.42241	2.274	6.30821	3.02383	1.81289	4.70317	5.07311	4.46334	0	0	0.23925	3.09066	0.12249	0	1.31877	0	0	0	0	0	0	0	0	0	0	0	0.52604	1.38246	2.21707	1.74145	2.8839	0	0	2.08002	1.70315	0	0.75796	0	4.51518	7.69073	3.57948	5.85018	8.95236	6.68196	0.96211	4.15033	5.62488	7.60924
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	2|1224|28221|29|49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14999	0.94287	0	0	0	0	0.07006	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Chondromyces	2|1224|28221|29|49|50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14999	0.64484	0	0	0	0	0.07006	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Chondromyces|s__Chondromyces_crocatus	2|1224|28221|29|49|50|52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14999	0.64484	0	0	0	0	0.07006	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium	2|1224|28221|29|49|39643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum	2|1224|28221|29|49|39643|56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.00085	2.1976	0	0	3.24363	9.63516	0.39291	1.64399	2.36558	0.88606	0	0	0	3.3103	0.04228	0	0.62605	0	0	0	0	0	83.64968	10.02224	0	0	0	0	25.54579	2.84059	1.42175	0.8136	1.83329	0	0	1.24882	0.90491	0	0.18571	0	4.69222	5.66259	4.34612	5.13507	1.46615	4.76979	2.38592	1.50062	2.7225	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	2|1224|1236|135613|72276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Alkalilimnicola	2|1224|1236|135613|72276|133193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Alkalilimnicola|s__Alkalilimnicola_ehrlichii	2|1224|1236|135613|72276|133193|351052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified	2|1224|1236|	1.00085	2.1976	0	0	3.24363	9.63516	0.39291	1.64399	2.36558	0.88606	0	0	0	3.3103	0.04228	0	0.62605	0	0	0	0	0	0	0	0	0	0	0	0.7072	1.78878	1.42175	0.8136	1.41073	0	0	1.24882	0.90491	0	0.18571	0	4.69222	5.66259	4.34612	5.13507	1.46615	4.76979	2.38592	1.50062	2.7225	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified	2|1224|1236||	1.00085	2.1976	0	0	3.24363	9.63516	0.39291	1.64399	2.36558	0.88606	0	0	0	3.3103	0.04228	0	0.62605	0	0	0	0	0	0	0	0	0	0	0	0.7072	1.78878	1.42175	0.8136	1.41073	0	0	1.24882	0.90491	0	0.18571	0	4.69222	5.66259	4.34612	5.13507	1.46615	4.76979	2.38592	1.50062	2.7225	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Thiohalorhabdus	2|1224|1236|||492233	1.00085	2.1976	0	0	3.24363	9.63516	0.39291	1.64399	2.36558	0.88606	0	0	0	3.3103	0.04228	0	0.62605	0	0	0	0	0	0	0	0	0	0	0	0.7072	1.78878	1.42175	0.8136	1.41073	0	0	1.24882	0.90491	0	0.18571	0	4.69222	5.66259	4.34612	5.13507	1.46615	4.76979	2.38592	1.50062	2.7225	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Thiohalorhabdus|s__Thiohalorhabdus_denitrificans	2|1224|1236|||492233|381306	1.00085	2.1976	0	0	3.24363	9.63516	0.39291	1.64399	2.36558	0.88606	0	0	0	3.3103	0.04228	0	0.62605	0	0	0	0	0	0	0	0	0	0	0	0.7072	1.78878	1.42175	0.8136	1.41073	0	0	1.24882	0.90491	0	0.18571	0	4.69222	5.66259	4.34612	5.13507	1.46615	4.76979	2.38592	1.50062	2.7225	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.64968	10.02224	0	0	0	0	20.40744	1.0518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	2|1224|1236|72274|468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.458	0	0	0	0	0	20.40744	1.0518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	2|1224|1236|72274|468|469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.458	0	0	0	0	0	20.40744	1.0518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_guillouiae	2|1224|1236|72274|468|469|106649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii	2|1224|1236|72274|468|469|28090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59243	0	0	0	0	0	20.40744	1.0518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.19168	10.02224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	2|1224|1236|72274|135621|286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.19168	10.02224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_M30_35	2|1224|1236|72274|135621|286|1981174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_MYb185	2|1224|1236|72274|135621|286|1848729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.06246	10.02224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	2|1224|1236|135614|1775411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella	2|1224|1236|135614|1775411|231454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_japonica	2|1224|1236|135614|1775411|231454|231455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__candidate_division_NC10	2|640293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12072	0	0.61193	0	0.81729	0	30.4576	41.26052	0	0
k__Bacteria|p__candidate_division_NC10|c__candidate_division_NC10_unclassified	2|640293|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12072	0	0.61193	0	0.81729	0	30.4576	41.26052	0	0
k__Bacteria|p__candidate_division_NC10|c__candidate_division_NC10_unclassified|o__candidate_division_NC10_unclassified	2|640293||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12072	0	0.61193	0	0.81729	0	30.4576	41.26052	0	0
k__Bacteria|p__candidate_division_NC10|c__candidate_division_NC10_unclassified|o__candidate_division_NC10_unclassified|f__candidate_division_NC10_unclassified	2|640293|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12072	0	0.61193	0	0.81729	0	30.4576	41.26052	0	0
k__Bacteria|p__candidate_division_NC10|c__candidate_division_NC10_unclassified|o__candidate_division_NC10_unclassified|f__candidate_division_NC10_unclassified|g__candidate_division_NC10_unclassified	2|640293||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12072	0	0.61193	0	0.81729	0	30.4576	41.26052	0	0
k__Bacteria|p__candidate_division_NC10|c__candidate_division_NC10_unclassified|o__candidate_division_NC10_unclassified|f__candidate_division_NC10_unclassified|g__candidate_division_NC10_unclassified|s__candidate_division_NC10_bacterium_CSP1_5	2|640293|||||1640516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12072	0	0.61193	0	0.81729	0	30.4576	41.26052	0	0
unclassified	-1	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0
