#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	TON007.B0101.metaphlan3	TON006.B0101.metaphlan3	TON005.B0101.metaphlan3	TON004.B0101.metaphlan3	TON003.B0101.metaphlan3	TON001.C0101.metaphlan3	TAP003.B0101.metaphlan3	TAP001.B0101.metaphlan3	SIG047.A0101.metaphlan3	SIG046.A0201.metaphlan3	SIG046.A0101.metaphlan3	SIG045.A0101.metaphlan3	SIG044.A0101.metaphlan3	SIG043.A0101.metaphlan3	SIG042.A0101.metaphlan3	SIG041.A0101.metaphlan3	SIG040.A0201.metaphlan3	SIG040.A0101.metaphlan3	SIG039.A0101.metaphlan3	SIG038.A0101.metaphlan3	SIG037.A0101.metaphlan3	SIG036.A0101.metaphlan3	SIG035.A0101.metaphlan3	SIG034.A0101.metaphlan3	SIG033.A0101.metaphlan3	SIG032.A0101.metaphlan3	SIG031.A0101.metaphlan3	SIG026.A0101.SG1.1.metaphlan3	SIG025.A0101.SG1.1.metaphlan3	SIG024.A0101.SG1.1.metaphlan3	SIG021.A0101.SG1.1.metaphlan3	SIG018.A0101.SG1.1.metaphlan3	SIG010.A0101.SG1.1.metaphlan3	SIG005.A0101.SG1.1.metaphlan3	SIG004.A0101.SG1.1.metaphlan3	SIG002.A0101.SG1.1.metaphlan3	SIG001.A0101.SG1.1.metaphlan3	RAP002.A0101.metaphlan3	RAP001.A0101.metaphlan3	PVD001.A0101.metaphlan3	PAH003.A0101.metaphlan3	PAH002.A0101.metaphlan3	PAH001.A0102.metaphlan3	NMU131.A0101.metaphlan3	NMU130.A0101.metaphlan3	NMU129.A0101.metaphlan3	NMU128.A0101.metaphlan3	NMU127.A0101.metaphlan3	NMU126.A0101.metaphlan3	NMU125.A0101.metaphlan3	NMU124.A0101.metaphlan3	NMU123.A0101.metaphlan3	NMU122.A0101.metaphlan3	NMU121.A0101.metaphlan3	NMU120.A0101.metaphlan3	NMU119.A0101.metaphlan3	NMU118.A0101.metaphlan3	NMU117.A0101.metaphlan3	NMU116.A0101.metaphlan3	NMU115.A0101.metaphlan3	NMU089.A0101.SG1.1.metaphlan3	NMU067.A0101.SG1.1.metaphlan3	NMU065.A0101.SG1.1.metaphlan3	NMU059.A0101.SG1.1.metaphlan3	NMU047.A0101.SG1.1.metaphlan3	NMU021.A0101.SG1.1.metaphlan3	NMU020.A0101.SG1.1.metaphlan3	NMU014.A0101.SG1.1.metaphlan3	NMU009.A0101.SG1.1.metaphlan3	NMU001.A0101.SG1.1.metaphlan3	LIB030.A0115.metaphlan3	LIB030.A0114.metaphlan3	LIB030.A0113.metaphlan3	LIB030.A0112.metaphlan3	LIB027.A0136.metaphlan3	HPD007.B0101.metaphlan3	HPD006.B0101.metaphlan3	HPD005.B0101.metaphlan3	HPD004.A0101.SG1.1.metaphlan3	HPD003.A0101.SG1.1.metaphlan3	HPD002.A0101.SG1.1.metaphlan3	HPD001.A0101.SG1.1.metaphlan3	HCLVMBCX2-3505-33-00-01_S33.metaphlan3	HCLVMBCX2-3505-32-00-01_S32.metaphlan3	HCLVMBCX2-3505-31-00-01_S31.metaphlan3	HCLVMBCX2-3505-29-00-01_S29.metaphlan3	HCLVMBCX2-3505-28-00-01_S28.metaphlan3	HCLVMBCX2-3505-27-00-01_S27.metaphlan3	HCLVMBCX2-3505-26-00-01_S26.metaphlan3	HCLVMBCX2-3505-25-00-01_S25.metaphlan3	HCLVMBCX2-3505-24-00-01_S24.metaphlan3	HCLVMBCX2-3505-23-00-01_S23.metaphlan3	HCLVMBCX2-3505-22-00-01_S22.metaphlan3	HCLVMBCX2-3505-21-00-01_S21.metaphlan3	HCLVMBCX2-3505-20-00-01_S20.metaphlan3	HCLVMBCX2-3505-19-00-01_S19.metaphlan3	HCLVMBCX2-3505-18-00-01_S18.metaphlan3	HCLVMBCX2-3505-17-00-01_S17.metaphlan3	HCLVMBCX2-3505-16-00-01_S16.metaphlan3	HCLVMBCX2-3505-15-00-01_S15.metaphlan3	HCLVMBCX2-3505-14-00-01_S14.metaphlan3	HCLVMBCX2-3505-13-00-01_S13.metaphlan3	HCLVMBCX2-3505-12-00-01_S12.metaphlan3	HCLVMBCX2-3505-11-00-01_S11.metaphlan3	HCLVMBCX2-3505-10-00-01_S10.metaphlan3	HCLVMBCX2-3505-09-00-01_S9.metaphlan3	HCLVMBCX2-3505-08-00-01_S8.metaphlan3	HCLVMBCX2-3505-07-00-01_S7.metaphlan3	HCLVMBCX2-3505-06-00-01_S6.metaphlan3	HCLVMBCX2-3505-05-00-01_S5.metaphlan3	HCLVMBCX2-3505-04-00-01_S4.metaphlan3	HCLVMBCX2-3505-03-00-01_S3.metaphlan3	HCLVMBCX2-3505-02-00-01_S2.metaphlan3	HCLVMBCX2-3505-01-00-01_S1.metaphlan3	FUT024.B0101.metaphlan3	FUT021.B0101.metaphlan3	FUT018.B0101.metaphlan3	EXB037.A3401.metaphlan3	EXB037.A3301.metaphlan3	EXB037.A3201.metaphlan3	EXB037.A3101.metaphlan3	EXB037.A3001.metaphlan3	EXB037.A2901.metaphlan3	EFE006.B0101.metaphlan3	EFE005.B0101.metaphlan3	EFE004.B0101.metaphlan3	EFE003.B0101.metaphlan3	EFE002.B0101.metaphlan3	ATT002.A0101.metaphlan3	ATT001.A0101.metaphlan3	AON002.A0101.metaphlan3	AON001.A0101.metaphlan3	ANN004.A0101.metaphlan3	ANN003.A0101.metaphlan3	ANN002.A0101.metaphlan3	ANN001.A0101.metaphlan3	ANK001.A0101.metaphlan3	AMH004.A0101.metaphlan3	AMH003.A0101.metaphlan3	AMH002.A0101.metaphlan3	AMH001.A0101.metaphlan3	AKI002.A0101.metaphlan3	AKI001.A0101.metaphlan3	AHK001.A0101.metaphlan3
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0	0	0	0	0	0	38.41228	40.25176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.77145	0	48.40235	58.10387	53.1298	0	0	0	0	0	0	0	0	0	0	0.1963	0	0	0	0	0	0	0	2.07578	1.80495	31.63115	0	2.48758	0.86713	0.01283	2.78403	6.92895	0	0.03384	4.49234	3.93229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.05613	0	0	0	0	0	0	0	0	0	0	0	15.40968	0	2.95579	0	42.47522	0	0	0	0	0	0	66.05953	10.75304	2.95592	17.92232	18.15881	34.40193	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	2157|28890|183925|2158|2159|2172	0	0	0	0	0	0	38.41228	40.25176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.77145	0	48.40235	58.10387	53.1298	0	0	0	0	0	0	0	0	0	0	0.1963	0	0	0	0	0	0	0	2.07578	1.80495	31.63115	0	2.48758	0.86713	0.01283	2.78403	6.92895	0	0.03384	4.49234	3.93229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.05613	0	0	0	0	0	0	0	0	0	0	0	15.40968	0	2.95579	0	42.47522	0	0	0	0	0	0	66.05953	10.75304	2.95592	17.92232	18.15881	34.40193	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_olleyae	2157|28890|183925|2158|2159|2172|294671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_oralis	2157|28890|183925|2158|2159|2172|66851	0	0	0	0	0	0	38.41228	40.25176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.77145	0	48.40235	58.10387	53.1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07578	1.80495	31.63115	0	2.48758	0.86713	0.01283	2.78403	6.92895	0	0.03384	4.49234	3.93229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.05613	0	0	0	0	0	0	0	0	0	0	0	15.40968	0	2.95579	0	42.47522	0	0	0	0	0	0	66.05953	10.75304	2.95592	17.92232	18.15881	34.40193	0
k__Bacteria	2	100.0	100.0	100.0	100.0	100.0	100.0	61.58772	59.74824	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	87.22855	100.0	51.59765	41.89613	46.8702	0	0	0	100.0	0	0	0	0	0	0	99.8037	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.92422	98.19505	68.36885	100.0	97.51242	99.13287	99.98717	97.21597	93.07105	100.0	99.96616	95.50766	96.06771	100.0	100.0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	100.0	0	0	95.84111	100.0	100.0	0	0	0	0	0	100.0	0	0	100.0	100.0	100.0	100.0	0	0	100.0	100.0	0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	28.94387	100.0	100.0	100.0	100.0	0	100.0	100.0	100.0	100.0	100.0	100.0	84.59032	100.0	97.04421	100.0	57.52478	100.0	100.0	100.0	100.0	100.0	100.0	33.94047	89.24696	97.04408	82.07768	81.84119	65.59807	79.19102
k__Bacteria|p__Actinobacteria	2|201174	2.36945	0.52843	2.30172	0.33615	0.33888	0.41873	2.76484	2.70348	16.77994	1.37488	3.3723	17.96862	8.87202	13.52601	1.80309	10.87753	100.0	100.0	27.00539	0	2.44908	54.2577	5.94174	67.47527	1.65179	0.71943	1.0255	0	0	0	0	0	0	0	0	0	0	15.56983	11.62932	5.23163	15.11376	5.59285	0	1.87064	17.39477	3.13073	11.09009	11.78083	8.96138	6.99592	25.64896	25.86735	6.10338	5.08855	19.58957	19.65118	5.21821	17.03534	18.89448	6.42244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.92077	15.22898	9.16626	0	0	0	0	0	0	0	0	13.71239	0	10.14073	0	0	0	0	0	0	0	0	0	4.30341	24.75801	10.07414	26.25826	16.82121	0	4.23556	6.29948	99.66004	16.51972	4.53649	0	93.38052	0	0	0	0.57024	22.26923	100.0	51.7463	6.08812	0	17.23412	5.72329	24.58226	10.49808	9.11807	5.34611	1.91828	1.56901	10.24568	1.2428	3.96619	4.85797	2.2201	2.0664	15.02936	6.97763	100.0	3.34472	4.29509	3.86358	3.59726	4.94203	3.33386	79.19102
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.29952	0	0.7156	0	0	0	2.46154	2.6921	16.77994	0	3.3723	17.96862	8.87202	13.52601	1.80309	0	0	0	20.01638	0	0	9.60687	5.87058	61.59478	1.40123	0.6647	0.85384	0	0	0	0	0	0	0	0	0	0	15.39915	11.62932	5.01787	15.11376	5.59285	0	1.39859	15.35635	2.41005	5.23225	4.96862	7.52222	6.2887	25.23169	9.27646	5.77628	1.83282	19.19531	15.55732	3.5665	14.15628	18.89448	5.90492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75357	15.04222	8.81689	0	0	0	0	0	0	0	0	13.71239	0	2.47413	0	0	0	0	0	0	0	0	0	4.30341	24.75801	10.07414	26.25826	15.23063	0	0	5.80529	99.66004	16.51972	4.17376	0	93.38052	0	0	0	0.02758	20.98097	0	51.7463	6.08812	0	17.23412	5.72329	24.58226	9.71476	8.86003	5.34611	1.74108	1.56901	6.25651	0.13858	0	2.21824	0.88272	0.67025	14.00626	0.99568	0	0.69475	0.19513	3.58126	0.79547	1.10139	0.46229	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.29952	0	0.7156	0	0	0	1.45013	2.57335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60611	0	1.33892	0.55673	0.83815	0	0	0	0	0	0	0	0	0	0	12.73754	8.465	1.29801	15.11376	3.60004	0	0.24975	1.17758	1.12735	5.08513	4.96862	3.50476	1.23695	12.19811	6.26756	4.25376	1.83282	15.73219	14.88817	2.45952	7.57049	4.54698	5.17752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36606	10.8286	6.60035	0	0	0	0	0	0	0	0	11.71943	0	2.21232	0	0	0	0	0	0	0	0	0	0.79202	10.07906	3.27956	8.71261	13.10987	0	0	4.85114	72.44839	7.57257	1.56004	0	0	0	0	0	0.02758	19.79504	0	0	0	0	0	0	0	8.74681	5.25359	2.08649	1.38408	1.56901	6.13043	0.13858	0	2.21824	0.88272	0.57414	10.66514	0.99568	0	0.69475	0.19513	3.46068	0.79547	1.10139	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.29952	0	0.7156	0	0	0	1.45013	2.57335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60611	0	1.33892	0.55673	0.83815	0	0	0	0	0	0	0	0	0	0	12.73754	8.465	1.29801	15.11376	3.60004	0	0.24975	1.17758	1.12735	5.08513	4.96862	3.50476	1.23695	12.19811	6.26756	4.25376	1.83282	15.73219	14.88817	2.45952	7.57049	4.54698	5.17752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36606	10.8286	6.60035	0	0	0	0	0	0	0	0	11.71943	0	2.21232	0	0	0	0	0	0	0	0	0	0.79202	10.07906	3.27956	8.71261	13.10987	0	0	4.85114	72.44839	7.57257	1.56004	0	0	0	0	0	0.02758	19.79504	0	0	0	0	0	0	0	8.74681	5.25359	2.08649	1.38408	1.56901	6.13043	0.13858	0	2.21824	0.88272	0.57414	10.66514	0.99568	0	0.69475	0.19513	3.46068	0.79547	1.10139	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	2|201174|1760|2037|2049|76833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02568	0	0	0	0	0.02975	0	0	0	0.18582	0	0.51685	0	0.27595	0	0.17058	0.01168	0.24591	0	0	0.22173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08334	0.16975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425	0	0	0	0	0	0	0	0	0.01306	1.5434	0	0	0	0	0.13688	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02568	0	0	0	0	0.02975	0	0	0	0.18582	0	0.51685	0	0.27595	0	0.17058	0.01168	0.24591	0	0	0.22173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08334	0.16975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425	0	0	0	0	0	0	0	0	0.01306	1.5434	0	0	0	0	0.13688	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	0.29952	0	0.7156	0	0	0	1.45013	2.57335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60611	0	1.33892	0.55673	0.83815	0	0	0	0	0	0	0	0	0	0	12.73754	8.465	1.27233	15.11376	3.60004	0	0.24975	1.14783	1.12735	5.08513	4.96862	3.31894	1.23695	11.68126	6.26756	3.97782	1.83282	15.56162	14.87649	2.21362	7.57049	4.54698	4.95579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36606	10.74526	6.4306	0	0	0	0	0	0	0	0	11.71943	0	2.21232	0	0	0	0	0	0	0	0	0	0.79202	10.07906	3.27956	7.17785	13.10987	0	0	4.85114	72.44839	7.57257	1.56004	0	0	0	0	0	0.02758	19.79504	0	0	0	0	0	0	0	8.74681	5.21109	2.08649	1.38408	1.56901	6.13043	0.13858	0	2.21824	0.88272	0.56108	9.12174	0.99568	0	0.69475	0.19513	3.3238	0.79547	1.10139	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis	2|201174|1760|2037|2049|1654|181487	0	0	0	0	0	0	0.34171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04087	0	0.46154	0.07465	0.2589	0	0	0	0	0	0	0	0	0	0	4.11019	0.30942	0	13.1748	0	0	0	0	0	2.37867	0.09039	0	0	0	1.923	0	0.2301	0	0	0	0.22205	0	2.4174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42098	0.43552	3.38535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09913	0	0	7.28333	0	0	0	0	1.2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89079	0.21221	0.26338	0.85719	0.14899	2.09482	0	0	0.21262	0.28545	0.00262	0	0.49296	0	0.23248	0.01197	0.02188	0.11432	0.07609	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_georgiae	2|201174|1760|2037|2049|1654|52768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17685	0.07977	0	0	0	0	0	0	0	0	0	0	0	0.20758	0	0	0	0	0	0.01257	0.16598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03786	0.06996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05571	0.07079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_glycerinitolerans	2|201174|1760|2037|2049|1654|1892869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_hongkongensis	2|201174|1760|2037|2049|1654|178339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20782	0.10847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00995	0.03409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	2|201174|1760|2037|2049|1654|544581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90239	1.57755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13293	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	2|201174|1760|2037|2049|1654|461393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28293	0	0.0732	0	1.39925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76151	0.0933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59049	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_meyeri	2|201174|1760|2037|2049|1654|52773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23412	0	0	0	1.31506	0	0.69246	0.64701	0.0398	0	1.98339	0.00913	0.58559	0	0	1.79177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271	0.18773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18934	0	0	0	0	0	0	0	0.35384	0.83654	0	0	0	0	0	0	0	0	0	0.24981	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	2|201174|1760|2037|2049|1654|1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84715	0.3552	0	0	0	0	0	0	0	0	0	0	0	0.07886	0	0.02131	0	0.14875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15135	0.11996	2.39198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	2|201174|1760|2037|2049|1654|1660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	2|201174|1760|2037|2049|1654|544580	0	0	0.1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97593	1.79846	0	0	0	0	0.24975	0	0.05527	2.44742	0.01812	0.02938	0.2814	1.81122	0.29506	0.85866	1.18336	4.24378	0.47167	0.63939	0.69613	0.29951	0.01163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15959	1.51583	0.58546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65826	1.44834	0.75162	0.27048	0	0	0	0	0	0	0	0	0	0	0	0	3.12407	0	0	0	0	0	0	0	0	0.18284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_ruminicola	2|201174|1760|2037|2049|1654|332524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_170	2|201174|1760|2037|2049|1654|712117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
