#mpa_v30_CHOCOPhlAn_201901
clade_name	clade_taxid	TON007.B0101.metaphlan.profile	TON006.B0101.metaphlan.profile	TON005.B0101.metaphlan.profile	TON004.B0101.metaphlan.profile	TON003.B0101.metaphlan.profile	TON001.C0101.metaphlan.profile	TAP003.B0101.metaphlan.profile	TAP001.B0101.metaphlan.profile	SIG047.A0101.metaphlan.profile	SIG046.A0201.metaphlan.profile	SIG046.A0101.metaphlan.profile	SIG045.A0101.metaphlan.profile	SIG044.A0101.metaphlan.profile	SIG043.A0101.metaphlan.profile	SIG042.A0101.metaphlan.profile	SIG041.A0101.metaphlan.profile	SIG040.A0201.metaphlan.profile	SIG040.A0101.metaphlan.profile	SIG039.A0101.metaphlan.profile	SIG038.A0101.metaphlan.profile	SIG037.A0101.metaphlan.profile	SIG036.A0101.metaphlan.profile	SIG035.A0101.metaphlan.profile	SIG034.A0101.metaphlan.profile	SIG033.A0101.metaphlan.profile	SIG032.A0101.metaphlan.profile	SIG031.A0101.metaphlan.profile	SIG026.A0101.metaphlan.profile	SIG025.A0101.metaphlan.profile	SIG024.A0101.metaphlan.profile	SIG021.A0101.metaphlan.profile	SIG018.A0101.metaphlan.profile	SIG010.A0101.metaphlan.profile	SIG005.A0101.metaphlan.profile	SIG004.A0101.metaphlan.profile	SIG002.A0101.metaphlan.profile	SIG001.A0101.metaphlan.profile	RAP002.A0101.metaphlan.profile	RAP001.A0101.metaphlan.profile	PVD001.A0101.metaphlan.profile	PAH003.A0101.metaphlan.profile	PAH002.A0101.metaphlan.profile	PAH001.A0102.metaphlan.profile	NMU131.A0101.metaphlan.profile	NMU130.A0101.metaphlan.profile	NMU129.A0101.metaphlan.profile	NMU128.A0101.metaphlan.profile	NMU127.A0101.metaphlan.profile	NMU126.A0101.metaphlan.profile	NMU125.A0101.metaphlan.profile	NMU124.A0101.metaphlan.profile	NMU123.A0101.metaphlan.profile	NMU122.A0101.metaphlan.profile	NMU121.A0101.metaphlan.profile	NMU120.A0101.metaphlan.profile	NMU119.A0101.metaphlan.profile	NMU118.A0101.metaphlan.profile	NMU117.A0101.metaphlan.profile	NMU116.A0101.metaphlan.profile	NMU115.A0101.metaphlan.profile	NMU089.A0101.metaphlan.profile	NMU067.A0101.metaphlan.profile	NMU065.A0101.metaphlan.profile	NMU059.A0101.metaphlan.profile	NMU047.A0101.metaphlan.profile	NMU021.A0101.metaphlan.profile	NMU020.A0101.metaphlan.profile	NMU014.A0101.metaphlan.profile	NMU009.A0101.metaphlan.profile	NMU001.A0101.metaphlan.profile	LIB030.A0115.metaphlan.profile	LIB030.A0114.metaphlan.profile	LIB030.A0113.metaphlan.profile	LIB030.A0112.metaphlan.profile	LIB027.A0136.metaphlan.profile	HPD007.B0101.metaphlan.profile	HPD006.B0101.metaphlan.profile	HPD005.B0101.metaphlan.profile	HPD004.A0101.metaphlan.profile	HPD003.A0101.metaphlan.profile	HPD002.A0101.metaphlan.profile	HPD001.A0101.metaphlan.profile	HCLVMBCX2-3505-33-00-01_S33.metaphlan.profile	HCLVMBCX2-3505-32-00-01_S32.metaphlan.profile	HCLVMBCX2-3505-31-00-01_S31.metaphlan.profile	HCLVMBCX2-3505-29-00-01_S29.metaphlan.profile	HCLVMBCX2-3505-28-00-01_S28.metaphlan.profile	HCLVMBCX2-3505-27-00-01_S27.metaphlan.profile	HCLVMBCX2-3505-26-00-01_S26.metaphlan.profile	HCLVMBCX2-3505-25-00-01_S25.metaphlan.profile	HCLVMBCX2-3505-24-00-01_S24.metaphlan.profile	HCLVMBCX2-3505-23-00-01_S23.metaphlan.profile	HCLVMBCX2-3505-22-00-01_S22.metaphlan.profile	HCLVMBCX2-3505-21-00-01_S21.metaphlan.profile	HCLVMBCX2-3505-20-00-01_S20.metaphlan.profile	HCLVMBCX2-3505-19-00-01_S19.metaphlan.profile	HCLVMBCX2-3505-18-00-01_S18.metaphlan.profile	HCLVMBCX2-3505-17-00-01_S17.metaphlan.profile	HCLVMBCX2-3505-16-00-01_S16.metaphlan.profile	HCLVMBCX2-3505-15-00-01_S15.metaphlan.profile	HCLVMBCX2-3505-14-00-01_S14.metaphlan.profile	HCLVMBCX2-3505-13-00-01_S13.metaphlan.profile	HCLVMBCX2-3505-12-00-01_S12.metaphlan.profile	HCLVMBCX2-3505-11-00-01_S11.metaphlan.profile	HCLVMBCX2-3505-10-00-01_S10.metaphlan.profile	HCLVMBCX2-3505-09-00-01_S9.metaphlan.profile	HCLVMBCX2-3505-08-00-01_S8.metaphlan.profile	HCLVMBCX2-3505-07-00-01_S7.metaphlan.profile	HCLVMBCX2-3505-06-00-01_S6.metaphlan.profile	HCLVMBCX2-3505-05-00-01_S5.metaphlan.profile	HCLVMBCX2-3505-04-00-01_S4.metaphlan.profile	HCLVMBCX2-3505-03-00-01_S3.metaphlan.profile	HCLVMBCX2-3505-02-00-01_S2.metaphlan.profile	HCLVMBCX2-3505-01-00-01_S1.metaphlan.profile	FUT024.B0101.metaphlan.profile	FUT021.B0101.metaphlan.profile	FUT018.B0101.metaphlan.profile	EXB037.A3401.metaphlan.profile	EXB037.A3301.metaphlan.profile	EXB037.A3201.metaphlan.profile	EXB037.A3101.metaphlan.profile	EXB037.A3001.metaphlan.profile	EXB037.A2901.metaphlan.profile	EFE006.B0101.metaphlan.profile	EFE005.B0101.metaphlan.profile	EFE004.B0101.metaphlan.profile	EFE003.B0101.metaphlan.profile	EFE002.B0101.metaphlan.profile	ATT002.A0101.metaphlan.profile	ATT001.A0101.metaphlan.profile	AON002.A0101.metaphlan.profile	AON001.A0101.metaphlan.profile	ANN004.A0101.metaphlan.profile	ANN003.A0101.metaphlan.profile	ANN002.A0101.metaphlan.profile	ANN001.A0101.metaphlan.profile	ANK001.A0101.metaphlan.profile	AMH004.A0101.metaphlan.profile	AMH003.A0101.metaphlan.profile	AMH002.A0101.metaphlan.profile	AMH001.A0101.metaphlan.profile	AKI002.A0101.metaphlan.profile	AKI001.A0101.metaphlan.profile	AHK001.A0101.metaphlan.profile
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	2157|28890|183925|2158|2159|2172	0	0	0	0	0	0	26.01598	29.5137	0	0	0	0	0.10291	0	0	0	0	0	0	0	0	0	8.40709	0	36.936	46.61823	42.12809	0	0	0	0	0	0	0	0	0	0	0.45022	0	0	0	0.00276	0.04389	0	0.02056	1.30325	1.7233	25.62766	0	1.90237	0.45764	0.16429	1.64794	7.04241	0	0.06754	4.23529	2.42104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.00905	0	0	0	0	0	0	0	0	0	0	0	8.47335	0	2.57263	0	27.69774	0	0	0	0	0	0	39.57678	5.25134	1.59719	11.93778	10.22987	13.14716	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_gottschalkii	2157|28890|183925|2158|2159|2172|190974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276	0.03748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_olleyae	2157|28890|183925|2158|2159|2172|294671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_oralis	2157|28890|183925|2158|2159|2172|66851	0	0	0	0	0	0	26.01598	29.5137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40709	0	36.936	46.61823	42.12809	0	0	0	0	0	0	0	0	0	0	0.04302	0	0	0	0	0.00641	0	0.02056	1.30325	1.7233	25.62766	0	1.90237	0.45764	0.16429	1.64794	7.04241	0	0.06754	4.23529	2.42104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.00905	0	0	0	0	0	0	0	0	0	0	0	8.47335	0	2.57263	0	27.69774	0	0	0	0	0	0	39.57678	5.25134	1.59719	11.93778	10.22987	13.14716	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	2157|28890|183925|2158|2159|2172|2173	0	0	0	0	0	0	0	0	0	0	0	0	0.10291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	2157|28890|183925|2158|2159|2316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	2157|28890|183925|2158|2159|2316|2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	2	100.0	100.0	100.0	100.0	100.0	100.0	73.98402	70.4863	100.0	100.0	100.0	100.0	99.89709	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.59291	100.0	63.064	53.38177	57.87191	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.54978	100.0	100.0	100.0	99.99724	99.95611	100.0	99.97944	98.69675	98.2767	74.37234	100.0	98.08412	99.54236	99.83571	98.35206	92.95759	100.0	99.93246	95.76471	97.57896	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0	100.0	0	0	97.65469	100.0	100.0	100.0	100.0	100.0	100.0	0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0	100.0	100.0	100.0	0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	63.99095	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.52665	100.0	97.42737	100.0	72.30226	100.0	100.0	100.0	100.0	100.0	100.0	60.42322	94.74866	98.40281	88.06222	89.77013	86.85284	89.42839
k__Bacteria|p__Actinobacteria	2|201174	7.69038	3.83663	6.98256	2.26989	2.98957	1.83056	5.11166	6.14386	32.12922	12.4898	4.69327	17.55705	4.3437	13.73828	13.75451	15.62947	24.52882	26.59356	34.94585	0.6491	27.62702	41.47842	17.33919	64.69567	3.6376	1.95181	2.2694	22.55307	43.46535	32.5956	22.39093	13.03478	27.24809	22.76182	17.52458	15.07098	28.83541	19.43692	15.33257	8.16212	19.52516	14.2574	4.14203	5.66198	20.95013	7.62537	14.55633	15.80949	12.47489	12.72559	32.67852	29.42487	11.92535	6.16526	28.77793	29.51136	10.84709	26.43019	36.6738	8.83644	26.54017	24.11421	21.42753	26.42675	26.37254	23.5192	26.27157	19.34319	26.10245	31.17119	0	0	0	0	0	17.85845	21.19357	14.01438	46.835	45.15042	49.55112	19.02578	0	0	8.58542	0	27.08564	4.41452	14.68278	6.84878	0	0	3.39117	56.08325	0	0	2.78869	19.04858	12.83982	46.17021	14.88764	43.9734	27.98407	45.80167	14.01451	15.01077	64.27739	31.88533	15.47531	28.3145	6.06904	20.79265	13.23612	24.81187	4.88706	38.73922	41.94218	56.44741	9.36424	100.0	17.68842	8.69246	20.21938	15.66955	14.09577	8.97376	3.30333	3.58314	10.6073	1.33945	6.13371	7.08908	2.91843	2.14156	18.42789	6.63249	64.08335	8.72629	4.64538	5.2009	3.67932	6.2371	6.71574	81.97396
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	1.48049	1.061	3.17291	0.59996	1.34479	0.59373	4.51317	5.78917	31.82265	1.97607	4.52955	17.55705	0.67986	13.73828	13.0906	0	0	0	30.34623	0.04254	20.52912	10.5085	16.05639	54.77344	3.0938	1.7622	1.97929	0	0	0	0	0	0	0	0	0	0	18.7135	15.28433	7.59642	18.32038	13.0474	2.25482	3.33312	18.22588	5.35916	5.6644	6.25517	9.88868	11.39172	30.96993	11.38695	10.67207	2.2203	27.0589	21.88807	7.52253	22.3835	34.01973	7.43788	0	1.59782	0	0	0	0	0.94315	0	0	2.55252	0	0	0	0	0	17.24129	20.74886	12.85899	5.26249	4.52354	3.6317	0	0	0	8.58542	0	25.50371	4.41452	3.6978	6.84878	0	0	3.39117	51.96654	0	0	2.78869	18.4507	11.65491	45.04364	14.83903	42.95456	23.1387	41.97637	2.77617	12.34723	64.27739	28.9939	13.05186	21.51576	5.58284	20.51023	10.95796	23.63388	1.90909	34.62224	1.34431	56.44741	9.36424	100.0	17.68842	8.69246	20.21938	14.28156	13.40392	8.83525	2.80136	3.2463	6.37464	0.1629	0.11968	4.19335	1.47033	1.04798	17.05902	1.29218	14.06031	1.94186	0.63908	4.29288	0.96312	1.81646	0.7218	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	1.48049	0.94787	2.80505	0.59996	1.31901	0.59373	2.86044	5.40836	3.70416	0	0	0	0.38616	0	7.15984	0	0	0	17.25847	0	12.79582	0	14.91782	0	2.88279	1.44554	1.91681	0	0	0	0	0	0	0	0	0	0	14.99955	10.93576	2.56926	16.53733	8.52517	2.08165	1.09084	2.40534	2.73088	5.51378	6.25517	5.05918	3.53328	15.76139	8.00754	7.85823	2.20199	20.94809	20.7503	5.15131	11.82972	13.68498	6.1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57886	14.55264	9.77413	0	0	0	0	0	0	8.58542	0	18.79188	2.42396	3.05694	6.84878	0	0	3.39117	47.6225	0	0	2.57641	15.77904	5.40921	20.20654	5.8828	23.54117	19.31026	21.10908	2.58298	9.07429	40.46058	17.58773	8.51594	17.10501	0.07757	17.22369	10.28256	19.74795	1.88837	33.30626	0	0	0	0	0	0	0	12.35738	8.24834	3.12725	2.14071	3.15641	6.23476	0.15807	0.08563	4.18106	1.47033	0.90105	13.05315	1.28905	0	1.93668	0.63	3.96105	0.96312	1.81318	0.58435	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	1.48049	0.94787	2.80505	0.59996	1.31901	0.59373	2.86044	5.40836	3.70416	0	0	0	0.38616	0	7.15984	0	0	0	17.25847	0	12.79582	0	14.91782	0	2.88279	1.44554	1.91681	0	0	0	0	0	0	0	0	0	0	14.99955	10.93576	2.56926	16.53733	8.52517	2.08165	1.09084	2.40534	2.73088	5.51378	6.25517	5.05918	3.53328	15.76139	8.00754	7.85823	2.20199	20.94809	20.7503	5.15131	11.82972	13.68498	6.1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57886	14.55264	9.77413	0	0	0	0	0	0	8.58542	0	18.79188	2.42396	3.05694	6.84878	0	0	3.39117	47.6225	0	0	2.57641	15.77904	5.40921	20.20654	5.8828	23.54117	19.31026	21.10908	2.58298	9.07429	40.46058	17.58773	8.51594	17.10501	0.07757	17.22369	10.28256	19.74795	1.88837	33.30626	0	0	0	0	0	0	0	12.35738	8.24834	3.12725	2.14071	3.15641	6.23476	0.15807	0.08563	4.18106	1.47033	0.90105	13.05315	1.28905	0	1.93668	0.63	3.96105	0.96312	1.81318	0.58435	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	2|201174|1760|2037|2049|76833	0	0	0	0.00277	0	0	0	0.01392	0	0	0	0	0	0	0	0	0	0	0	0	0.33039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18675	0	0.07962	0	0	0.05108	0.00127	0	0	0.26312	0	0.74984	0.12543	0.52242	0	0.31113	0.09511	0.51744	0	0	0.25818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00578	0.21709	0.22701	0	0	0	0	0	0	0	0	0.00238	0	0	0	0	0	0	0	0	0	0	1.69041	0.01169	0	0	5.43554	0	0	0	0	0.01301	0	0	0.11944	0	0.08881	0.09312	2.32669	0	0.70893	0	0	0	0	0	0	0	0	0.08032	0	0	0	0	0	0	0	0	0.03403	1.31996	0	0	0	0	0.32104	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0	0	0	0.00277	0	0	0	0.01392	0	0	0	0	0	0	0	0	0	0	0	0	0.33039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18675	0	0.07962	0	0	0.05108	0.00127	0	0	0.26312	0	0.74984	0.12543	0.52242	0	0.31113	0.09511	0.51744	0	0	0.25818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00578	0.21709	0.22701	0	0	0	0	0	0	0	0	0.00238	0	0	0	0	0	0	0	0	0	0	1.69041	0.01169	0	0	5.43554	0	0	0	0	0.01301	0	0	0.11944	0	0.08881	0.09312	2.32669	0	0.70893	0	0	0	0	0	0	0	0	0.08032	0	0	0	0	0	0	0	0	0.03403	1.31996	0	0	0	0	0.32104	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	1.48049	0.94787	2.80505	0.59719	1.31901	0.59373	2.86044	5.39444	3.70416	0	0	0	0.38616	0	7.15984	0	0	0	17.25847	0	12.46543	0	14.91782	0	2.88279	1.44554	1.91681	0	0	0	0	0	0	0	0	0	0	14.99955	10.93576	2.38251	16.53733	8.44555	2.08165	1.09084	2.35426	2.72961	5.51378	6.25517	4.79606	3.53328	15.01155	7.88211	7.33581	2.20199	20.63695	20.65519	4.63386	11.82972	13.68498	5.85932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57307	14.33555	9.54712	0	0	0	0	0	0	8.58542	0	18.7895	2.42396	3.05694	6.84878	0	0	3.39117	47.6225	0	0	2.57641	14.08863	5.39753	20.20654	5.8828	18.10563	19.31026	21.10908	2.58298	9.07429	40.44757	17.58773	8.51594	16.98557	0.07757	17.13488	10.18944	17.42126	1.88837	32.59733	0	0	0	0	0	0	0	12.35738	8.16802	3.12725	2.14071	3.15641	6.23476	0.15807	0.08563	4.18106	1.47033	0.86702	11.73319	1.28905	0	1.93668	0.63	3.64001	0.96312	1.81318	0.58435	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_cardiffensis	2|201174|1760|2037|2049|1654|181487	0	0.02684	0.1993	0.02792	0	0	0.57027	0.01057	0	0	0	0	0.01067	0	4.33275	0	0	0	0	0	0.0351	0	0.64728	0	0.7798	0.23523	0.56942	0	0	0	0	0	0	0	0	0	0	4.88396	0.45035	0.00553	9.55281	0.53664	0.03841	0	0	0	2.31451	0.10193	0	0	0	1.67112	0.00662	0.2259	0	0.00492	0	0.16776	0	1.56596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44512	0.30896	3.92049	0	0	0	0	0	0	0	0	0.1317	0	0	0	0	0	0	7.86132	0	0	0	0.06841	0.08876	1.13155	0	0.01094	7.19972	1.87248	0	0.06301	0	1.46675	0.12385	2.6781	0	1.85989	0.9955	0.43779	0.21048	0	0	0	0	0	0	0	0	0.65944	0.13181	0.23619	0.79884	0.19534	1.65175	0	0	0.42595	0.26461	0.01665	0	0.42559	0	0.54257	0.06491	0.07938	0.08444	0.1688	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_denticolens	2|201174|1760|2037|2049|1654|52767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_gaoshouyii	2|201174|1760|2037|2049|1654|1960083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_georgiae	2|201174|1760|2037|2049|1654|52768	0	0	0	0	0	0	0	0	0.10701	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16918	0.12664	0.00262	0	0.03427	0	0	0	0	0	0	0	0	0.58059	0.13112	0.05068	0	0	0.0428	0.09986	0.14826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06313	0.0882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00872	0.16521	0	0.32082	0.01143	0.04771	0	0	0	0	0	0.04328	0	0	0	0	0	0.14319	0	0	0	0	0	0	0	0.01183	0.06767	0.13769	0	0	0	0	0	0	0	0	0.02012	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_glycerinitolerans	2|201174|1760|2037|2049|1654|1892869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08533	0.02956	0	0	0	0.0179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_hongkongensis	2|201174|1760|2037|2049|1654|178339	0	0	0	0	0	0	0	0	0.34922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31708	0.17072	0	0	0.06282	0	0	0	0	0	0	0	0	0.10781	0.1457	0.03181	0	0	0.10177	0.12355	0	0	0.00331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01514	0.15593	0	0	0	0	0	0	0	0	0	0.01337	0	0	0	0	0	0	0	0	0	0	0	0	0.1355	0.00097	0.15257	0.10143	0.2235	0	0	0	0	0	0.01499	0	0	0	0	0	0.17268	0	0	0	0	0	0	0	0.01513	0.01853	0.00667	0	0	0	0	0	0	0	0	0.04933	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	2|201174|1760|2037|2049|1654|544581	0	0	0	0	0	0	0	0	0.33163	0	0	0	0	0	0	0	0	0	0	0	0.71844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84504	1.78054	0.00513	0.33168	0.28767	0	0	0	0.03652	0	0	0	0	0.09601	0	0.06336	0	0.01216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14042	0.42129	0.03782	0	0	0	0	0	0	0	0	0.04781	0	0	0	0	0	0	0	0	0	0	0	0	0.42536	0.00503	3.0211	0.31368	0.62895	0	0	0	0.05943	0	0.1248	0	0	0.01018	0.03889	0	0.00914	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0.3425	0	0	0	0	0.00979	0	0	0	0
