KO_gene	Gene_name	Pathway
K13877  aldH	2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K19588  dopDH	2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K01707  kdgD	5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K01708  garD	galactarate dehydratase [EC:4.2.1.42]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K20023  talrD-galrD	L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K18981  udh	uronate dehydrogenase [EC:1.1.1.203]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K18982  gli	D-galactarolactone isomerase [EC:5.4.1.4]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K18983  gci	D-galactarolactone cycloisomerase [EC:5.5.1.27]	ko00053 Ascorbate and aldarate metabolism [PATH:ko00053]
K02810  scrA, sacP, sacX, ptsS	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01193  INV, sacA	beta-fructofuranosidase [EC:3.2.1.26]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00696  E2.4.1.14	sucrose-phosphate synthase [EC:2.4.1.14]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K07024  SPP	sucrose-6-phosphatase [EC:3.1.3.24]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00695  SUS	sucrose synthase [EC:2.4.1.13]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K12047  MGAM	maltase-glucoamylase [EC:3.2.1.20 3.2.1.3]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01187  malZ	alpha-glucosidase [EC:3.2.1.20]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K12316  GAA	lysosomal alpha-glucosidase [EC:3.2.1.20]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K12317  GANC	neutral alpha-glucosidase C [EC:3.2.1.20]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01203  SI	sucrase-isomaltase [EC:3.2.1.48 3.2.1.10]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K20811  inuJ	inulosucrase [EC:2.4.1.9]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00692  sacB	levansucrase [EC:2.4.1.10]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K18775  lf2	levanbiose-producing levanase [EC:3.2.1.64]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01212  sacC, levB	levanase [EC:3.2.1.65]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K05341  E2.4.1.4	amylosucrase [EC:2.4.1.4]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00689  E2.4.1.5	dextransucrase [EC:2.4.1.5]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00690  E2.4.1.7	sucrose phosphorylase [EC:2.4.1.7]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00963  UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01513  ENPP1_3, CD203	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00706  E2.4.1.34	1,3-beta-glucan synthase [EC:2.4.1.34]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01199  EGLC	glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K19891  GN1_2_3	glucan endo-1,3-beta-glucosidase 1/2/3 [EC:3.2.1.39]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K19892  GN4	glucan endo-1,3-beta-glucosidase 4 [EC:3.2.1.39]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K19893  GN5_6	glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01210  E3.2.1.58	glucan 1,3-beta-glucosidase [EC:3.2.1.58]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01188  E3.2.1.21	beta-glucosidase [EC:3.2.1.21]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K05349  bglX	beta-glucosidase [EC:3.2.1.21]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K05350  bglB	beta-glucosidase [EC:3.2.1.21]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00694  bcsA	cellulose synthase (UDP-forming) [EC:2.4.1.12]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01179  E3.2.1.4	endoglucanase [EC:3.2.1.4]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K19357  CELB	cellulase [EC:3.2.1.4]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01225  CBH1	cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K19668  CBH2, cbhA	cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00702  E2.4.1.20	cellobiose phosphorylase [EC:2.4.1.20]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02759  celC, chbA	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02760  celA, chbB	cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02761  celB, chbC	cellobiose PTS system EIIC component	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01222  E3.2.1.86A, celF	6-phospho-beta-glucosidase [EC:3.2.1.86]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01223  E3.2.1.86B, bglA	6-phospho-beta-glucosidase [EC:3.2.1.86]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00978  rfbF	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00975  glgC	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K18447  NUDX14	ADP-sugar diphosphatase [EC:3.6.1.21]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00703  glgA	starch synthase [EC:2.4.1.21]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K13679  WAXY	granule-bound starch synthase [EC:2.4.1.242]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K20812  glgA	glycogen synthase [EC:2.4.1.242]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00693  GYS	glycogen synthase [EC:2.4.1.11]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00750  GYG1, GYG2	glycogenin [EC:2.4.1.186]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K16150  K16150	glycogen synthase [EC:2.4.1.11]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K16153  K16153	glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00700  GBE1, glgB	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K16149  K16149	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00688  PYG, glgP	glycogen phosphorylase [EC:2.4.1.1]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01196  AGL	glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02438  glgX	glycogen debranching enzyme [EC:3.2.1.196]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01200  pulA	pullulanase [EC:3.2.1.41]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01176  AMY, amyA, malS	alpha-amylase [EC:3.2.1.1]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K07405  E3.2.1.1A	alpha-amylase [EC:3.2.1.1]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K05343  treS	maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01177  E3.2.1.2	beta-amylase [EC:3.2.1.2]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K05992  amyM	maltogenic alpha-amylase [EC:3.2.1.133]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01208  cd, ma, nplT	cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01178  SGA1	glucoamylase [EC:3.2.1.3]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K21574  susB	glucan 1,4-alpha-glucosidase [EC:3.2.1.3]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01182  IMA, malL	oligo-1,6-glucosidase [EC:3.2.1.10]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K05988  dexA	dextranase [EC:3.2.1.11]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00705  malQ	4-alpha-glucanotransferase [EC:2.4.1.25]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K22451  jgt	4-alpha-glucanotransferase [EC:2.4.1.25]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K16146  pep2	maltokinase [EC:2.7.1.175]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K16147  glgE	starch synthase (maltosyl-transferring) [EC:2.4.99.16]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K16148  glgM	alpha-maltose-1-phosphate synthase [EC:2.4.1.342]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00691  mapA	maltose phosphorylase [EC:2.4.1.8]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01838  pgmB	beta-phosphoglucomutase [EC:5.4.2.6]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02777  crr	sugar PTS system EIIA component [EC:2.7.1.-]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02791  malX	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K20108  malT	maltose PTS system EIICB or EIICBA component [EC:2.7.1.208]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02750  glvC, malP, aglA	alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K06896  mapP	maltose 6'-phosphate phosphatase [EC:3.1.3.90]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01232  glvA	maltose-6'-phosphate glucosidase [EC:3.2.1.122]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00701  cgt	cyclomaltodextrin glucanotransferase [EC:2.4.1.19]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01214  ISA, treX	isoamylase [EC:3.2.1.68]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K06044  treY, glgY	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01236  treZ, glgZ	maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K13057  treT	trehalose synthase [EC:2.4.1.245]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00697  otsA	trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01087  otsB	trehalose 6-phosphate phosphatase [EC:3.1.3.12]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K16055  TPS	trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K22337  TSL1, TPS3	trehalose 6-phosphate synthase complex regulatory subunit	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01194  TREH, treA, treF	alpha,alpha-trehalase [EC:3.2.1.28]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K22934  E3.2.1.28	alpha,alpha-trehalase [EC:3.2.1.28]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K05342  treP	alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K02819  treB, treP	trehalose PTS system EIIBC or EIIBCA component [EC:2.7.1.201]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01226  treC	trehalose-6-phosphate hydrolase [EC:3.2.1.93]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01835  pgm	phosphoglucomutase [EC:5.4.2.2]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K15778  pmm-pgm	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K15779  PGM2	phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00844  HK	hexokinase [EC:2.7.1.1]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K12407  GCK	glucokinase [EC:2.7.1.2]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00845  glk	glucokinase [EC:2.7.1.2]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K25026  glk	glucokinase [EC:2.7.1.2]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01084  G6PC	glucose-6-phosphatase [EC:3.1.3.9]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K11809  PGM2L1	glucose-1,6-bisphosphate synthase [EC:2.7.1.106]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01810  GPI, pgi	glucose-6-phosphate isomerase [EC:5.3.1.9]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K06859  pgi1	glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K13810  tal-pgi	transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K15916  pgi-pmi	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K00847  E2.7.1.4, scrK	fructokinase [EC:2.7.1.4]	ko00500 Starch and sucrose metabolism [PATH:ko00500]
K01183  E3.2.1.14	chitinase [EC:3.2.1.14]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K20547  CHIB	basic endochitinase B [EC:3.2.1.14]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13381  chiA	bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01207  nagZ	beta-N-acetylhexosaminidase [EC:3.2.1.52]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12373  HEXA_B	hexosaminidase [EC:3.2.1.52]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K18675  chbP	N,N'-diacetylchitobiose phosphorylase [EC:2.4.1.280]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01452  E3.5.1.41	chitin deacetylase [EC:3.5.1.41]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01233  csn	chitosanase [EC:3.2.1.132]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15855  csxA	exo-1,4-beta-D-glucosaminidase [EC:3.2.1.165]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02777  crr	sugar PTS system EIIA component [EC:2.7.1.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02804  nagE	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00884  NAGK, nagK	N-acetylglucosamine kinase [EC:2.7.1.59]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01443  nagA, AMDHD2	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02564  nagB, GNPDA	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02765  gamP	D-glucosamine PTS system EIICBA component [EC:2.7.1.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00844  HK	hexokinase [EC:2.7.1.1]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K18676  gspK	glucosamine kinase [EC:2.7.1.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00847  E2.7.1.4, scrK	fructokinase [EC:2.7.1.4]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00820  glmS, GFPT	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00621  GNPNAT1, GNA1	glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01836  PGM3	phosphoacetylglucosamine mutase [EC:5.4.2.3]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K03431  glmM	phosphoglucosamine mutase [EC:5.4.2.10]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K18674  GALK2	N-acetylgalactosamine kinase [EC:2.7.1.157]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K04042  glmU	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K11528  glmU	UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00972  UAP1	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K23144  K23144	UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K11192  murP	N-acetylmuramic acid PTS system EIICB component [EC:2.7.1.192]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K07106  murQ	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K09001  anmK	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K22292  mupP	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K07102  amgK	N-acetylmuramate 1-kinase [EC:2.7.1.221]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00992  murU	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00790  murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00075  murB	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12409  GNE	bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase [EC:3.2.1.183 2.7.1.60]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K08068  siaA, neuC1	UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00885  nanK	N-acylmannosamine kinase [EC:2.7.1.60]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13967  nanEK	N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01787  RENBP	N-acylglucosamine 2-epimerase [EC:5.1.3.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01788  nanE	N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K05304  NANS, SAS	sialic acid synthase [EC:2.5.1.56 2.5.1.57 2.5.1.132]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01097  NANP	N-acylneuraminate-9-phosphatase [EC:3.1.3.29]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01654  neuB, nnaB	N-acetylneuraminate synthase [EC:2.5.1.56]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01639  E4.1.3.3, nanA, NPL	N-acetylneuraminate lyase [EC:4.1.3.3]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K21749  CMAS	N-acylneuraminate/3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.43 2.7.7.92]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00983  neuA, nnaC	N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K08080  CMAH	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00326  CYB5R	cytochrome-b5 reductase [EC:1.6.2.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00698  CHS1	chitin synthase [EC:2.4.1.16]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01791  wecB	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02472  wecC	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13015  wbpA	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K22926  tviB, vipA	UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13016  wbpB	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13020  wlbA, bplA	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13017  wbpE, wlbC	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13018  wbpD, wlbB	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13019  wbpI, wlbD	UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02473  wbpP	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02474  wbpO	UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K22925  tviC, vipB	UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15894  pseB, wbjB	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15895  pseC	UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase [EC:2.6.1.92]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15896  pseH	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [EC:2.3.1.202]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15897  pseG	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15898  pseI, neuB3	pseudaminic acid synthase [EC:2.5.1.97]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15899  pseF	pseudaminic acid cytidylyltransferase [EC:2.7.7.81]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15912  pglF	UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15910  pglE	UDP-N-acetylbacillosamine transaminase [EC:2.6.1.34]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15913  pglD	UDP-N-acetylbacillosamine N-acetyltransferase [EC:2.3.1.203]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K18429  legG, neuC2	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K18430  legI, neuB2	N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K18431  legF, ptmB	CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K21279  E2.5.1.132	3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase [EC:2.5.1.132]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K21055  E3.1.3.103	3-deoxy-D-glycero-D-galacto-nononate 9-phosphatase [EC:3.1.3.103]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K21750  E2.7.7.92	3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.92]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12446  E2.7.1.46	L-arabinokinase [EC:2.7.1.46]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
