#OTU ID	EXB037.A2901	EXB037.A3001	EXB037.A3101	EXB037.A3201	EXB037.A3301	EXB037.A3401	HCLVMBCX2-3505-13-00-01_S13	HCLVMBCX2-3505-19-00-01_S19	HCLVMBCX2-3505-32-00-01_S32	LIB030.A0112	LIB030.A0113	LIB030.A0114	LIB030.A0115
Massilia sp. Root418	0	0	11	0	0	0	0	0	0	0	0	0	0
Massilia sp. WG5	0	0	22	7	0	0	0	13	0	16	8	19	0
Massilia sp. YMA4	0	0	0	0	0	0	0	0	0	0	0	0	9
Massilia timonae	0	0	0	0	0	0	0	0	0	8	0	41	0
Massilia violaceinigra	0	0	10	14	0	0	0	0	0	0	0	0	0
Meiothermus ruber	11	5	0	13	0	3	0	0	0	31	34	42	38
Melaminivora alkalimesophila	0	0	0	0	4	0	0	0	0	0	0	0	0
Melaminivora sp. SC2-9	12	19	0	0	15	0	0	0	0	13	0	0	0
Melittangium boletus	0	0	0	0	0	0	0	0	19	0	0	0	0
Mesorhizobium amorphae	0	0	0	12	0	0	0	0	44	8	5	7	0
Mesorhizobium australicum	0	12	0	9	0	0	0	0	28	0	0	0	0
Mesorhizobium ciceri	0	0	0	11	0	0	0	0	161	9	4	0	0
Mesorhizobium erdmanii	0	0	0	9	0	0	0	0	52	0	0	0	0
Mesorhizobium huakuii	0	0	0	0	0	0	0	0	24	0	0	0	0
Mesorhizobium japonicum	0	0	0	0	0	0	0	0	39	10	0	0	0
Mesorhizobium loti	41	97	54	27	25	28	0	49	712	63	33	104	21
Mesorhizobium muleiense	0	0	0	0	0	0	0	0	9	0	0	0	0
Mesorhizobium oceanicum	0	0	0	0	0	0	0	0	0	0	0	8	0
Mesorhizobium opportunistum	0	0	0	0	0	0	0	0	51	0	0	0	0
Mesorhizobium plurifarium	225	23	15	6	56	22	0	151	72	65	14	17	46
Mesorhizobium prunaredense	0	0	0	0	0	0	0	0	23	0	0	0	0
Mesorhizobium qingshengii	0	0	0	11	0	0	0	0	5336	6	0	15	0
Mesorhizobium sp. 1M-11	25	76	46	24	19	8	0	0	0	33	19	39	23
Mesorhizobium sp. ORS 3324	90	475	344	245	443	366	0	0	24	87	583	8640	43
Mesorhizobium sp. ORS 3359	0	0	0	0	12	0	0	0	27	0	0	17	0
Mesorhizobium sp. Root102	0	0	0	0	0	0	0	0	180	0	0	0	0
Mesorhizobium sp. Root172	0	11	0	17	0	0	0	0	99	0	0	13	0
Mesorhizobium sp. Root552	5	9	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium sp. Root695	0	0	0	0	0	0	0	0	237	0	0	0	0
Mesorhizobium sp. SOD10	0	0	0	0	15	0	0	0	0	0	0	7	0
Mesorhizobium sp. URHA0056	0	0	0	7	0	8	0	0	46	8	0	0	0
Mesorhizobium sp. URHC0008	0	0	0	5	0	0	0	0	106	0	0	0	0
Mesorhizobium sp. WSM1293	0	0	0	0	0	0	0	0	17	0	0	0	0
Mesorhizobium sp. WSM1497	0	0	0	0	0	0	0	0	27	0	0	0	0
Mesorhizobium sp. WSM2561	0	0	0	7	0	0	0	0	13	0	0	0	0
Mesorhizobium sp. WSM3224	0	0	0	6	27	0	0	0	16	6	0	15	0
Mesorhizobium sp. WSM3626	0	0	0	0	0	0	0	0	24	0	0	9	0
Metallibacterium scheffleri	0	0	0	0	0	0	0	0	11	0	8	0	0
Methanobacterium congolense	0	0	0	0	0	0	0	0	8	0	0	0	0
Methanobacterium lacus	0	0	0	0	0	0	0	0	71	0	0	0	0
Methanobacterium paludis	0	0	0	0	0	0	0	0	19	0	0	0	0
Methanobrevibacter oralis	75	0	0	0	0	0	0	0	0	0	406	20	0
Methanobrevibacter sp. YE315	0	0	0	0	0	0	0	0	0	0	0	0	3
Methanoregula boonei	0	0	0	0	0	0	0	0	50	0	0	0	0
Methanoregula formicica	0	0	0	0	0	0	0	0	102	0	0	0	0
Methanosarcina barkeri	0	0	0	0	0	0	0	0	27	0	0	0	0
Methanosarcina horonobensis	0	0	0	0	0	0	0	0	10	0	0	0	0
Methanosarcina lacustris	0	0	0	0	0	0	0	0	5	0	0	0	0
Methanosarcina mazei	0	12	0	0	0	0	0	0	18	50	0	10	54
Methanosphaerula palustris	0	0	0	0	0	0	0	0	11	0	0	0	0
Methanothrix soehngenii	10	0	0	0	0	0	0	0	166	0	0	0	0
Methylibium petroleiphilum	14	8	22	0	11	0	0	74	0	11	0	9	10
Methylibium sp. CF059	0	4	12	21	0	0	0	63	25	0	0	0	14
Methylibium sp. CF468	0	0	5	7	0	0	0	0	0	0	0	0	0
Methylibium sp. YR605	0	6	10	7	9	0	0	7	0	0	0	0	0
Methylobacterium brachiatum	36	100	0	12	64	24	0	0	0	138	8	9	24
Methylobacterium currus	14	12	0	4	6	12	0	0	0	8	6	7	0
Methylobacterium gossipiicola	0	0	0	0	0	0	0	0	0	9	0	0	0
Methylobacterium organophilum	0	0	0	0	0	0	0	0	0	0	0	8	0
Methylobacterium phyllosphaerae	0	0	0	0	0	0	0	0	0	0	0	0	9
Methylobacterium phyllostachyos	31	66	0	0	41	29	0	0	0	0	0	0	5
Methylobacterium platani	0	0	0	0	0	0	0	0	0	12	0	5	0
Methylobacterium pseudosasicola	11	31	0	0	12	19	0	0	0	13	0	0	0
Methylobacterium radiotolerans	133	72	58	167	95	254	0	156	33	345	297	468	318
Methylobacterium sp. B4	18	4	0	0	9	0	0	0	0	0	7	0	0
Methylobacterium sp. DM1	172	133	0	0	163	11	0	0	0	0	3	10	14
Methylobacterium sp. Leaf100	0	0	0	0	0	0	0	0	0	8	0	0	0
Methylobacterium sp. Leaf111	0	0	0	10	0	0	0	0	0	0	0	0	0
Methylobacterium sp. Leaf117	26	0	0	16	0	0	0	0	0	14	0	4	9
Methylobacterium sp. Leaf123	0	0	0	0	0	0	0	0	0	0	0	0	4
Methylobacterium sp. Leaf125	0	0	0	4	0	5	0	0	0	22	4	0	0
Methylobacterium sp. Leaf86	0	0	0	0	0	0	0	0	0	24	0	0	0
Methylobacterium sp. Leaf89	0	0	0	0	0	0	0	0	0	0	0	0	4
Methylobacterium sp. Leaf90	12	0	0	0	0	0	0	0	0	26	22	28	14
Methylobacterium sp. Leaf93	0	0	0	0	0	0	0	0	0	4	0	0	0
Methylobacterium sp. Leaf99	9	0	0	0	0	0	0	0	0	1	0	0	5
Methylobacterium sp. MB200	30	19	0	0	34	0	0	25	0	0	8	2	0
Methylophilus methylotrophus	0	0	5	0	0	0	0	0	0	5	0	0	0
Methylophilus sp. 5	0	0	0	0	0	0	0	0	0	0	0	6	0
Methylophilus sp. Leaf459	0	0	0	0	0	0	0	0	0	0	11	0	0
Methylorubrum extorquens	87	71	37	37	132	15	0	139	54	55	33	65	388
Methylorubrum populi	52	56	0	0	42	8	0	0	0	11	9	0	11
Methylosinus sp. LW4	0	0	0	0	0	5	0	0	0	4	0	19	20
Methylotenera mobilis	17	0	32	31	0	0	0	80	0	40	13	39	0
Methylotenera versatilis	10	8	46	60	0	0	0	71	0	47	40	52	0
Methyloversatilis discipulorum	0	0	147	0	0	7	0	19	0	13	0	0	0
Methyloversatilis sp. RAC08	0	0	0	0	0	0	0	0	0	0	0	0	9
Methyloversatilis universalis	0	0	18	9	8	0	0	23	0	3	0	8	0
Methylovirgula ligni	7	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium arborescens	0	0	0	0	0	0	0	14	0	0	0	0	0
Microbacterium aurum	5	5	14	20	0	0	0	0	0	3	0	0	0
Microbacterium chocolatum	0	0	14	16	0	10	0	0	0	0	0	0	0
Microbacterium enclense	0	0	285	0	0	0	0	0	0	0	5	0	0
Microbacterium foliorum	0	0	0	9	0	0	0	0	0	32	0	16	0
Microbacterium hominis	0	0	0	10	0	73	0	0	0	5	0	0	0
Microbacterium indicum	0	0	0	0	0	0	0	0	0	8	0	0	0
Microbacterium pygmaeum	0	0	0	7	0	0	0	0	0	0	0	0	0
Microbacterium sediminis	0	5	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. AISO3	0	0	0	0	0	0	0	0	0	8	0	0	5
Microbacterium sp. AR7-10	0	0	0	0	0	0	0	0	0	8	0	0	0
Microbacterium sp. C448	0	0	0	0	0	0	0	0	0	0	0	0	5
Microbacterium sp. cf046	0	0	0	3	0	0	0	0	0	12	0	0	0
Microbacterium sp. cf332	0	0	8	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. CH1	0	0	0	10	0	0	0	0	0	30	0	0	0
Microbacterium sp. H6	0	0	0	0	0	6	0	0	0	16	0	0	2
Microbacterium sp. Leaf351	0	94	0	10	35	50	0	0	0	11	11	0	9
Microbacterium sp. LKL04	0	0	0	11	0	0	0	0	0	0	0	0	0
Microbacterium sp. oral taxon 186	16	42	15	66	15	9	0	14	15	9	12	0	0
Microbacterium sp. Root166	0	0	0	9	0	0	0	0	0	0	0	0	0
Microbacterium sp. Root180	0	0	0	8	0	0	0	0	0	0	0	0	0
Microbacterium sp. TPU 3598	0	0	0	0	0	17	0	0	0	0	0	0	0
Microbacterium sp. URHA0036	0	0	0	0	0	0	0	0	0	4	7	8	0
Microbacterium sp. XT11	0	0	0	0	0	0	0	0	0	3	0	0	0
Microbacterium testaceum	34	12	24	32	22	55	0	0	0	77	55	97	80
Microbispora rosea	0	0	0	0	0	0	0	0	11	0	0	0	0
Microbispora sp. ATCC PTA-5024	0	0	0	0	0	0	0	0	24	0	0	0	0
Microbispora sp. GMKU363	0	0	0	0	0	0	0	0	12	0	0	0	6
Micrococcus luteus	22	72	170	394	29	67	0	24	0	31	13	21	44
Micrococcus sp. CH7	0	0	0	3	0	0	0	0	0	0	0	0	0
Micrococcus sp. HMSC067E09	0	0	0	11	0	0	0	0	0	0	0	0	0
Micrococcus sp. KBS0714	0	0	0	20	0	6	0	0	0	0	0	0	0
Microcystis aeruginosa	12	0	8	16	0	10	0	0	0	22	14	39	12
Micromonospora auratinigra	0	0	0	0	0	0	0	0	0	0	0	0	5
Micromonospora chaiyaphumensis	0	0	0	0	0	0	0	0	0	0	0	0	10
Micromonospora coriariae	0	0	0	0	0	0	0	0	0	0	0	0	7
Micromonospora endolithica	0	0	0	0	0	0	0	0	0	13	0	10	8
Micromonospora matsumotoense	0	0	0	5	0	14	0	0	0	7	4	21	19
Micromonospora sp. RV43	0	0	17	0	0	0	0	0	0	0	0	0	0
Micromonospora viridifaciens	0	0	0	0	0	0	0	0	0	0	0	0	6
Microterricola viridarii	0	0	0	5	0	0	0	0	0	0	0	0	0
Microtetraspora glauca	0	0	0	0	0	0	0	0	13	0	0	0	0
Microtetraspora niveoalba	0	0	0	0	0	0	0	0	10	0	0	0	0
Microvirga flocculans	0	0	0	3	0	0	0	0	0	0	0	0	0
Microvirga lotononidis	0	0	0	14	0	0	0	0	0	5	0	0	0
Microvirga ossetica	0	0	0	11	0	0	0	0	0	14	0	0	0
Mitsuaria sp. 7	31	19	24	8	8	0	0	49	0	2	6	7	18
Mizugakiibacter sediminis	0	0	0	0	0	0	0	0	35	0	13	0	0
Mobilicoccus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	15
Modestobacter caceresii	0	0	18	3	0	0	0	0	0	6	0	0	6
Modestobacter marinus	0	0	0	0	0	0	0	0	0	25	8	0	0
Modestobacter sp. DSM 44400	0	0	0	0	0	0	0	0	0	7	0	0	9
Mogibacterium diversum	0	0	21	0	0	0	0	0	0	0	28	7	0
Mogibacterium pumilum	0	0	0	0	0	0	0	0	0	0	80	0	0
Moraxella nonliquefaciens	0	0	0	0	21	0	0	0	0	0	0	0	0
Moraxella osloensis	38	196	110	34	113	38	0	583	0	324	51	39	84
Morganella morganii	0	0	0	0	0	0	0	0	0	10	0	0	0
Morococcus cerebrosus	0	0	0	0	0	0	0	0	0	0	8	0	0
Motilibacter peucedani	0	0	0	0	0	0	0	0	0	0	0	0	2
Mucilaginibacter mallensis	0	0	0	0	0	0	0	0	0	12	0	0	0
Mucilaginibacter sp. PAMC 26640	0	0	0	0	0	0	0	0	0	18	0	0	0
Murimonas intestini	0	0	0	0	0	14	0	0	0	0	6	0	0
Mycetocola miduiensis	0	0	0	9	0	0	0	0	0	0	0	0	0
Mycobacterium asiaticum	0	0	0	0	0	0	0	0	0	0	0	0	4
Mycobacterium avium	0	0	0	29	12	24	0	0	0	20	12	21	18
Mycobacterium bohemicum	0	0	0	24	0	0	0	0	0	0	0	0	0
Mycobacterium chimaera	0	19	0	21	8	18	0	0	0	0	0	0	0
Mycobacterium colombiense	0	0	0	6	0	0	0	0	0	0	0	0	0
Mycobacterium dioxanotrophicus	0	0	0	11	0	5	0	0	0	0	0	0	0
Mycobacterium gordonae	25	30	0	0	45	492	0	0	0	19	0	0	14
Mycobacterium kansasii	40	22	12	41	16	211	0	0	0	56	52	84	68
Mycobacterium marinum	0	0	0	10	0	0	0	0	0	8	9	12	0
Mycobacterium montefiorense	0	9	0	0	14	0	0	0	0	0	0	0	0
Mycobacterium paragordonae	0	6	0	9	0	86	0	0	0	13	0	0	0
Mycobacterium parascrofulaceum	0	45	0	0	27	18	0	0	0	0	0	0	0
Mycobacterium shigaense	0	0	0	0	0	15	0	0	0	0	12	7	0
Mycobacterium sp. 360MFTsu5.1	0	0	8	0	0	0	0	0	0	0	0	0	9
Mycobacterium sp. AT1	0	0	0	9	0	0	0	0	0	0	0	0	0
Mycobacterium sp. djl-10	0	0	0	31	0	0	0	0	0	0	0	0	0
Mycobacterium sp. JLS	0	0	0	17	0	0	0	0	0	0	0	0	0
Mycobacterium sp. JS623	0	0	0	3	0	0	0	0	0	0	0	0	0
Mycobacterium sp. KMS	0	0	0	6	0	0	0	0	0	0	0	0	0
Mycobacterium sp. M26	0	0	0	0	0	0	0	0	0	0	0	0	6
Mycobacterium sp. MS1601	0	0	0	14	0	0	0	0	0	0	0	0	0
Mycobacterium sp. QGD 101	0	0	0	15	0	10	0	0	0	0	0	0	0
Mycobacterium sp. QIA-37	0	0	0	0	0	21	0	0	0	0	0	0	0
Mycobacterium sp. Root135	0	0	0	6	0	2	0	0	0	0	0	0	0
Mycobacterium sp. Root265	0	0	0	15	0	7	0	0	0	0	0	0	8
Mycobacterium sp. Soil538	0	0	0	53	0	14	0	0	0	0	0	0	0
Mycobacterium sp. UM_NYF	0	0	0	10	0	0	0	0	0	0	0	0	0
Mycobacterium sp. UM_WWY	0	0	0	28	0	0	0	0	0	0	0	0	0
Mycobacterium sp. UNC267MFSha1.1M11	0	0	0	4	0	0	0	0	0	0	0	0	0
Mycobacterium sp. UNC280MFTsu5.1	0	0	14	0	0	0	0	0	0	10	0	2	0
Mycobacterium sp. URHB0044	0	0	0	6	0	0	0	0	0	0	0	0	0
Mycobacterium sp. URHD0025	0	0	0	6	0	0	0	0	0	11	0	0	0
Mycobacterium sp. YC-RL4	0	0	0	17	0	34	0	0	0	0	0	0	0
Mycobacterium triplex	0	31	0	0	34	15	0	0	0	0	0	0	0
Mycobacterium tuberculosis	20	8	7	15	23	34	0	0	0	25	18	22	29
Mycobacteroides abscessus	0	0	0	21	0	0	0	0	0	0	0	0	0
Mycobacteroides chelonae	0	0	0	0	0	30	0	0	0	0	0	0	0
Mycolicibacter icosiumassiliensis	0	0	0	0	0	0	0	0	0	6	0	0	0
Mycolicibacterium acapulense	0	0	0	6	0	0	0	0	0	0	0	0	0
Mycolicibacterium aurum	0	0	0	18	0	0	0	0	0	0	0	0	0
Mycolicibacterium austroafricanum	0	0	0	28	0	5	0	0	0	0	0	0	0
Mycolicibacterium chubuense	0	0	0	48	0	0	0	0	0	0	0	0	0
Mycolicibacterium gilvum	0	0	0	120	0	0	0	0	0	6	0	0	1
Mycolicibacterium goodii	0	0	0	5	0	0	0	0	0	0	0	0	0
Mycolicibacterium hassiacum	0	0	0	7	0	0	0	0	0	0	0	0	0
Mycolicibacterium houstonense	0	0	0	10	0	0	0	0	0	0	0	1311	0
Mycolicibacterium litorale	0	0	0	6	0	0	0	0	0	0	0	0	0
Mycolicibacterium peregrinum	0	0	0	0	0	11	0	0	0	0	0	0	0
Mycolicibacterium phlei	0	0	0	20	0	0	0	0	0	0	0	0	0
Mycolicibacterium rhodesiae	0	0	0	28	0	23	0	0	0	0	0	0	0
Mycolicibacterium rutilum	0	0	0	33	0	0	0	0	0	0	0	0	0
Mycolicibacterium septicum	0	0	11	0	0	0	0	81	25	0	0	0	18
Mycolicibacterium smegmatis	0	0	0	23	0	0	0	0	0	0	0	0	0
Mycolicibacterium thermoresistibile	0	0	0	6	0	0	0	0	0	0	0	0	0
Mycolicibacterium tusciae	0	0	0	28	0	55	0	0	0	0	0	0	0
Mycolicibacterium vaccae	0	0	0	79	0	0	0	0	0	0	0	0	0
Mycolicibacterium vanbaalenii	0	0	0	28	0	0	0	0	0	0	0	0	0
Mycoplana dimorpha	28	17	0	0	22	0	0	0	0	0	0	0	0
Myxococcus fulvus	0	12	0	0	0	0	0	0	37	5	0	0	0
Myxococcus hansupus	0	0	0	0	0	0	0	0	6	0	0	0	0
Myxococcus stipitatus	0	0	0	0	0	0	0	0	7	0	0	0	0
Nakamurella lactea	0	0	0	0	0	0	0	0	0	11	0	0	13
Nakamurella multipartita	0	0	0	0	0	0	0	0	0	0	0	0	10
Nannocystis exedens	0	0	0	0	0	0	0	0	6	6	0	0	0
Neisseria elongata	0	0	0	0	0	0	27	16	0	0	10	0	0
Neisseria gonorrhoeae	0	0	0	0	0	0	0	0	14	0	0	0	0
Neisseria meningitidis	0	0	0	0	0	0	0	0	0	0	0	16	9
Neisseria sp. HMSC068C04	0	0	0	0	0	0	0	0	0	0	5	0	0
Neisseria sp. oral taxon 014	0	0	0	0	0	0	55	0	0	0	0	0	0
Neorhizobium galegae	11	0	0	0	0	0	0	0	0	0	0	0	5
Nesterenkonia massiliensis	0	0	6	7	0	0	0	0	0	0	0	0	0
Nesterenkonia sandarakina	0	0	25	24	0	0	0	0	0	0	0	0	0
Nevskia soli	0	10	0	0	8	7	0	0	14	131	0	0	26
Nitrobacter hamburgensis	12	22	0	12	17	0	0	0	44	0	0	0	0
Nitrobacter vulgaris	0	0	0	0	0	0	0	0	13	0	0	0	0
Nitrobacter winogradskyi	0	10	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas sp. Is79A3	12	9	0	5	17	0	0	18	28	0	5	8	0
Nitrosospira lacus	0	0	0	0	0	0	0	0	10	0	0	0	0
Nitrosospira sp. Nsp13	0	0	0	0	0	0	0	0	50	0	0	0	0
Nitrosospira sp. Nsp14	0	0	0	0	0	14	0	0	0	0	0	0	0
Nitrosovibrio sp. Nv17	0	11	0	0	2	0	0	0	0	0	0	0	0
Nitrospira cf. moscoviensis SBR1015	28	16	0	19	24	8	0	96	12	4	7	10	21
Nitrospira defluvii	0	0	0	0	0	0	0	18	58	0	0	0	14
Nitrospira moscoviensis	10	0	0	0	11	0	0	23	0	0	0	0	0
Niveispirillum cyanobacteriorum	0	0	0	0	0	0	0	0	0	39	13	0	0
Nocardia farcinica	0	0	0	0	0	0	0	0	0	109	0	0	21
Nocardia pseudobrasiliensis	0	0	0	0	0	0	0	0	0	6	0	7	0
Nocardia sp. Root136	0	0	0	0	0	0	6	26	0	0	0	0	0
Nocardioides alkalitolerans	0	0	13	0	0	0	0	0	0	0	0	0	0
Nocardioides alpinus	0	11	18	48	21	23	10	21	0	29	3	0	15
Nocardioides dokdonensis	0	0	0	10	0	5	0	9	0	2	0	0	14
Nocardioides halotolerans	0	0	0	16	0	0	0	14	10	18	0	0	11
Nocardioides lianchengensis	0	0	7	11	0	0	0	0	0	23	0	0	21
Nocardioides psychrotolerans	0	0	0	0	0	0	5	36	0	5	0	0	0
Nocardioides sp. CF8	0	0	8	6	0	10	0	20	0	0	0	0	10
Nocardioides sp. J54	0	0	0	9	0	0	0	0	0	0	0	0	0
Nocardioides sp. Leaf307	0	0	15	12	0	0	0	6	0	0	0	0	8
Nocardioides sp. Root122	0	12	26	44	20	20	0	27	0	17	12	0	13
Nocardioides sp. Root224	0	0	7	0	0	14	0	9	0	13	0	0	0
Nocardioides sp. Soil777	0	0	11	20	0	20	0	8	0	19	0	0	8
Nocardioides sp. Soil805	0	0	9	14	0	9	0	15	0	16	0	0	6
Nocardioides sp. URHA0020	0	0	0	6	0	0	0	0	0	14	0	0	10
Nocardioides sp. URHA0032	0	0	0	12	0	0	0	13	0	4	0	0	7
Nocardioides szechwanensis	0	0	5	6	0	13	0	34	0	4	0	0	5
Nocardiopsis alba	0	0	0	0	0	0	0	0	0	3	0	0	0
Nocardiopsis sp. L17-MgMaSL7	0	0	0	4	0	2	0	0	0	22	14	15	14
Nonomuraea candida	0	0	0	0	0	0	0	0	9	0	0	0	0
Nonomuraea jiangxiensis	0	0	0	0	0	0	0	0	10	0	0	0	4
Nonomuraea solani	0	0	0	0	0	0	0	0	15	0	0	0	16
Nonomuraea sp. ATCC 55076	0	0	0	0	0	0	0	0	3	0	0	0	0
Nonomuraea sp. SBT364	0	0	0	8	0	12	0	0	12	12	6	19	16
Nosocomiicoccus ampullae	0	0	0	0	0	0	0	0	0	0	0	24	0
Nosocomiicoccus massiliensis	0	0	0	0	0	0	0	0	0	0	0	13	0
Nosocomiicoccus sp. HMSC059G07	0	0	0	0	0	0	0	0	0	0	0	9	0
Nosocomiicoccus sp. HMSC067E10	0	0	0	0	0	0	0	0	0	0	0	12	0
Nostoc flagelliforme	0	0	0	0	0	0	0	0	0	0	1	0	0
Nostoc linckia	0	0	0	0	0	0	0	0	0	5	0	0	0
Noviherbaspirillum denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	4
Noviherbaspirillum humi	0	0	0	10	0	0	0	0	0	0	0	0	0
Noviherbaspirillum massiliense	0	0	0	0	0	0	0	0	0	10	0	0	0
Novosphingobium acidiphilum	0	0	0	5	0	0	0	0	0	0	0	0	0
Novosphingobium aromaticivorans	0	10	8	19	0	0	0	0	0	7	0	5	0
Novosphingobium fuchskuhlense	0	16	0	138	8	7	0	10	0	9	0	0	18
Novosphingobium panipatense	5	0	0	7	0	0	0	0	0	12	2	8	0
Novosphingobium pentaromativorans	0	0	0	6	0	0	0	0	0	0	0	0	6
Novosphingobium resinovorum	15	0	0	11	0	6	0	21	0	29	8	24	0
Novosphingobium sp. B 225	0	0	10	31	0	0	0	0	0	0	0	0	0
Novosphingobium sp. B-7	0	6	0	17	0	6	0	0	0	7	0	6	0
Novosphingobium sp. B3058	0	0	0	9	0	0	0	0	0	0	8	0	0
Novosphingobium sp. FSW06-99	0	0	0	13	0	0	0	0	0	11	0	0	0
Novosphingobium sp. Fuku2-ISO-50	0	0	0	4	0	0	0	13	0	0	0	0	0
Novosphingobium sp. P6W	0	0	0	7	0	0	0	0	0	9	0	0	0
Novosphingobium sp. THN1	19	18	0	15	12	0	0	14	0	29	13	0	15
Oceanicella actignis	0	0	0	6	0	0	0	0	0	0	0	0	0
Oceanicella sp. SM1341	0	0	0	21	0	0	0	0	0	0	0	0	0
Oceanicola granulosus	0	0	0	14	0	0	0	0	0	0	0	0	0
Ochrobactrum anthropi	558	353	0	0	418	0	0	0	0	0	0	0	0
Ochrobactrum cytisi	182	124	0	0	203	0	0	0	0	0	0	0	0
Ochrobactrum intermedium	1934	1244	0	0	1754	30	0	0	0	0	0	0	9
Ochrobactrum pituitosum	127	72	0	0	114	0	0	0	0	0	0	0	0
Ochrobactrum pseudogrignonense	36	18	0	0	25	0	0	0	0	0	0	0	0
Ochrobactrum quorumnocens	24	14	0	0	18	0	0	0	0	0	0	0	0
Ochrobactrum sp. DDT2	8	0	0	0	13	0	0	0	0	0	0	0	0
Ochrobactrum sp. MYb19	7	15	0	13	26	0	0	0	0	0	0	0	0
Ohtaekwangia koreensis	0	0	0	0	0	0	0	0	0	0	0	0	10
Oleiagrimonas soli	17	0	0	0	0	0	0	0	25	0	105	0	0
Oligotropha carboxidovorans	47	39	0	7	13	22	0	0	15	0	0	0	11
Olsenella phocaeensis	0	0	0	0	0	0	7	0	0	0	7	0	0
Olsenella provencensis	0	0	0	0	0	0	0	0	0	0	8	0	0
Olsenella sp. DNF00959	0	0	0	0	0	0	6	0	0	0	0	0	0
Olsenella sp. kh2p3	0	0	0	0	0	0	9	0	0	0	0	0	0
Olsenella sp. oral taxon 807	62	0	26	0	86	0	7779	17	14	0	104	5	42
Olsenella sp. SIT9	24	121	0	0	0	0	8	63	30	0	4	49	0
Olsenella uli	0	0	15	0	0	0	25	0	0	4	73	6	0
Olsenella umbonata	0	0	0	0	0	0	5	0	0	0	0	0	0
Olsenella urininfantis	0	0	0	0	0	0	10	0	0	0	0	0	0
Opitutaceae bacterium TAV4	19	9	12	27	0	3	0	0	0	39	44	43	25
Opitutus sp. GAS368	0	0	16	20	0	0	0	52	13	6	0	0	0
Opitutus terrae	0	0	0	0	0	0	0	17	0	0	0	0	0
Oribacterium sp. oral taxon 078	0	0	6	0	0	0	7	0	0	0	6	0	0
Ornithinimicrobium pekingense	0	0	21	32	0	0	0	0	0	54	0	0	17
Ornithinimicrobium sp. CNJ-824	0	0	21	40	10	5	0	0	0	12	0	0	13
Oscillatoria nigro-viridis	0	0	0	0	0	0	0	0	0	21	5	18	0
Ottowia oryzae	0	0	4	0	13	0	0	0	0	10	9	0	0
Ottowia sp. Marseille-P4747	0	0	0	0	18	0	0	0	0	0	0	0	12
Ottowia sp. oral taxon 894	0	0	0	0	8	0	335	41	0	0	7	0	8
Ottowia thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	6
Oxalobacteraceae bacterium AB_14	0	0	108	31	0	0	0	23	23	19	8	15	0
Paenarthrobacter nicotinovorans	26	7	6	0	20	0	0	0	0	41	12	0	48
Paenibacillus pasadenensis	0	0	0	0	0	0	0	0	0	4	0	0	0
Paludisphaera borealis	7	0	0	0	0	5	0	0	12	0	0	0	0
Pandoraea apista	0	0	0	0	0	0	0	0	0	0	0	8	0
Pandoraea norimbergensis	0	0	0	0	0	0	0	0	0	0	10	0	0
Pandoraea pnomenusa	0	0	27	9	15	0	0	0	0	0	0	12	30
Pandoraea pulmonicola	0	0	0	0	0	0	0	0	0	0	0	0	15
Pandoraea sp. B-6	0	0	21	0	0	0	0	0	0	0	0	0	6
Pandoraea sputorum	10	0	0	0	0	20	0	0	0	0	29	0	0
Pannonibacter phragmitetus	30	36	0	0	39	0	0	0	14	0	7	0	0
Pantoea agglomerans	0	0	32	0	0	0	0	0	0	71	0	0	7
Pantoea ananatis	0	0	0	0	0	0	0	0	0	0	0	0	4
Pantoea sp. Ae16	0	0	51	0	0	0	0	0	0	0	0	0	0
Pantoea vagans	0	0	10	0	0	0	0	0	0	0	0	0	0
Parabacteroides merdae	0	0	0	0	0	0	0	13	0	7	0	0	0
Paraburkholderia aromaticivorans	15	9	469	53	93	0	0	0	0	19	10	31	616
Paraburkholderia aspalathi	0	0	0	0	0	0	0	0	0	7	14	12	13
Paraburkholderia bryophila	0	0	9	0	0	0	0	0	0	9	0	8	5
Paraburkholderia caballeronis	0	0	28	10	16	0	0	0	0	13	10	13	44
Paraburkholderia caffeinilytica	0	0	0	0	0	0	0	0	0	0	5	0	0
Paraburkholderia caledonica	0	0	0	0	0	0	0	0	0	0	0	8	0
Paraburkholderia caribensis	0	0	33	6	0	0	0	0	0	0	0	0	34
Paraburkholderia diazotrophica	0	0	8	0	0	0	0	0	0	0	8	0	24
Paraburkholderia dilworthii	0	0	0	0	0	0	0	0	0	0	0	9	6
Paraburkholderia eburnea	0	0	16	6	8	0	0	0	0	0	0	0	27
Paraburkholderia fungorum	52	9	0	50	18	17	0	0	0	14	116	16	23
Paraburkholderia hospita	0	0	7	0	0	0	0	0	0	6	0	0	19
Paraburkholderia kururiensis	0	10	15	0	28	50	0	0	0	0	0	0	10
Paraburkholderia mimosarum	0	0	14	0	0	0	0	0	0	0	0	0	8
